Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,study_efficiency,effective_study_hours,attendance_study_interaction,previous_study_interaction,motivation_study_interaction,study_sleep_ratio,tutoring_study_ratio,parental_support_score,school_quality_score,Hours_Studied_squared,Attendance_squared,Previous_Scores_squared,Sleep_Hours_squared,study_hours_category,sleep_category
23,70,2,0,1,9,93,2,1,0,1,0,1,1,2,1,2,1,1,67,2.5555555555555554,23,16.1,21.39,0.0,2.3,0.0,6,0,529,4900,8649,81,2.0,4.0
14,69,2,0,1,6,93,1,0,2,1,2,0,1,0,0,1,2,0,63,2.3333333333333335,18,9.66,13.02,0.0,2.0,0.13333333333333333,4,2,196,4761,8649,36,1.0,1.0
21,81,0,2,1,4,51,2,1,0,2,2,0,2,2,0,0,1,1,67,5.25,21,17.01,10.71,0.0,4.2,0.0,0,2,441,6561,2601,16,2.0,0.0
12,83,0,1,1,5,64,2,1,1,0,2,0,0,2,0,2,2,1,65,2.4,14,9.96,7.68,0.0,2.0,0.07692307692307693,0,2,144,6889,4096,25,1.0,0.0
19,98,0,1,1,7,62,0,1,1,1,0,1,1,2,0,1,2,1,70,2.7142857142857144,21,18.62,11.78,0.0,2.375,0.05,0,0,361,9604,3844,49,2.0,2.0
15,68,2,2,1,6,50,0,1,2,0,1,1,1,3,0,1,1,0,62,2.5,19,10.2,7.5,0.0,2.142857142857143,0.125,4,2,225,4624,2500,36,1.0,1.0
16,86,0,2,1,7,94,2,1,2,1,0,1,1,3,0,1,1,1,69,2.2857142857142856,20,13.76,15.04,0.0,2.0,0.11764705882352941,0,0,256,7396,8836,49,1.0,2.0
27,93,2,1,1,6,66,2,1,2,2,2,1,0,3,0,0,1,1,70,4.5,31,25.11,17.82,0.0,3.857142857142857,0.07142857142857142,2,4,729,8649,4356,36,3.0,1.0
27,82,2,2,1,9,67,1,1,1,1,0,0,1,2,0,1,1,0,68,3.0,29,22.14,18.09,0.0,2.7,0.03571428571428571,4,0,729,6724,4489,81,3.0,4.0
24,70,2,0,0,8,55,2,1,4,1,0,1,2,4,0,2,1,1,68,3.0,32,16.8,13.2,0.0,2.6666666666666665,0.16,6,0,576,4900,3025,64,2.0,3.0
13,71,2,2,1,10,99,2,1,0,1,2,1,1,3,0,2,2,0,64,1.3,13,9.23,12.87,0.0,1.1818181818181819,0.0,6,4,169,5041,9801,100,1.0,4.0
18,62,1,0,1,6,91,0,0,4,1,2,0,1,1,0,1,1,0,63,3.0,26,11.16,16.38,0.0,2.5714285714285716,0.21052631578947367,2,2,324,3844,8281,36,1.0,1.0
27,72,1,1,1,7,79,2,1,2,0,0,1,2,2,0,2,1,1,68,3.857142857142857,31,19.44,21.33,0.0,3.375,0.07142857142857142,3,0,729,5184,6241,49,3.0,2.0
21,90,0,1,1,9,89,1,1,1,1,1,1,1,2,0,1,0,1,67,2.3333333333333335,23,18.9,18.69,0.0,2.1,0.045454545454545456,0,2,441,8100,7921,81,2.0,4.0
34,62,0,1,0,8,89,1,1,3,1,2,0,1,4,0,0,1,1,68,4.25,40,21.08,30.26,0.0,3.7777777777777777,0.08571428571428572,0,2,1156,3844,7921,64,3.0,3.0
22,69,2,0,1,6,83,2,1,1,1,2,1,2,2,0,0,1,1,66,3.6666666666666665,24,15.18,18.26,0.0,3.142857142857143,0.043478260869565216,2,4,484,4761,6889,36,2.0,1.0
21,88,2,2,1,8,59,1,0,2,2,2,0,0,1,0,2,2,0,67,2.625,25,18.48,12.39,0.0,2.3333333333333335,0.09090909090909091,6,2,441,7744,3481,64,2.0,3.0
18,91,0,2,0,8,86,0,1,1,2,2,1,1,4,1,1,1,0,69,2.25,20,16.38,15.48,0.0,2.0,0.05263157894736842,0,4,324,8281,7396,64,1.0,3.0
21,78,0,2,1,4,78,2,1,2,0,2,0,0,3,0,3,0,0,68,5.25,25,16.38,16.38,0.0,4.2,0.09090909090909091,0,2,441,6084,6084,16,2.0,0.0
19,88,2,0,0,6,86,2,1,4,2,2,1,2,3,1,0,1,0,70,3.1666666666666665,27,16.72,16.34,0.0,2.7142857142857144,0.2,2,4,361,7744,7396,36,2.0,1.0
24,76,2,2,0,7,77,2,1,3,2,2,0,0,4,0,2,1,1,68,3.4285714285714284,30,18.24,18.48,0.0,3.0,0.12,6,2,576,5776,5929,49,2.0,2.0
26,66,1,2,1,9,98,2,1,2,1,2,1,1,2,0,0,2,0,66,2.888888888888889,30,17.16,25.48,0.0,2.6,0.07407407407407407,1,4,676,4356,9604,81,2.0,4.0
15,76,2,0,1,8,81,2,1,2,1,2,0,1,4,0,2,1,1,67,1.875,19,11.4,12.15,0.0,1.6666666666666667,0.125,6,2,225,5776,6561,64,1.0,3.0
12,83,2,2,0,6,79,2,1,1,0,1,1,1,4,0,1,1,1,65,2.0,14,9.96,9.48,0.0,1.7142857142857142,0.07692307692307693,4,2,144,6889,6241,36,1.0,1.0
9,98,2,2,0,6,92,2,1,0,2,2,1,1,5,0,1,1,0,67,1.5,9,8.82,8.28,0.0,1.2857142857142858,0.0,4,4,81,9604,8464,36,0.0,1.0
23,63,2,2,0,8,69,0,1,2,2,1,1,0,4,1,1,2,0,63,2.875,27,14.49,15.87,0.0,2.5555555555555554,0.08333333333333333,4,2,529,3969,4761,64,2.0,3.0
13,80,1,0,1,4,66,0,1,2,1,2,1,0,2,0,1,1,1,64,3.25,17,10.4,8.58,0.0,2.6,0.14285714285714285,2,4,169,6400,4356,16,1.0,0.0
7,73,0,2,1,6,75,2,1,3,1,2,1,1,3,0,0,2,1,64,1.1666666666666667,13,5.11,5.25,0.0,1.0,0.375,0,4,49,5329,5625,36,0.0,1.0
22,80,1,1,0,9,79,0,1,0,2,2,0,1,3,0,0,1,1,66,2.4444444444444446,22,17.6,17.38,0.0,2.2,0.0,1,2,484,6400,6241,81,2.0,4.0
35,61,2,0,1,7,61,1,1,2,2,2,0,2,4,1,1,2,0,68,5.0,39,21.35,21.35,0.0,4.375,0.05555555555555555,4,2,1225,3721,3721,49,3.0,2.0
20,73,0,2,1,6,84,0,1,0,2,2,1,2,3,0,1,1,0,67,3.3333333333333335,20,14.6,16.8,0.0,2.857142857142857,0.0,0,4,400,5329,7056,36,2.0,1.0
25,93,2,0,0,5,90,1,1,1,2,2,1,2,2,0,0,2,0,72,5.0,27,23.25,22.5,0.0,4.166666666666667,0.038461538461538464,2,4,625,8649,8100,25,2.0,0.0
20,82,2,2,1,8,79,1,1,1,1,2,1,2,4,0,1,2,0,67,2.5,22,16.4,15.8,0.0,2.2222222222222223,0.047619047619047616,4,4,400,6724,6241,64,2.0,3.0
19,78,2,2,0,7,76,0,1,2,2,1,1,1,3,0,0,1,1,66,2.7142857142857144,23,14.82,14.44,0.0,2.375,0.1,2,2,361,6084,5776,49,2.0,2.0
26,71,0,1,0,7,65,2,1,1,1,2,1,2,3,0,0,2,1,66,3.7142857142857144,28,18.46,16.9,0.0,3.25,0.037037037037037035,0,4,676,5041,4225,49,2.0,2.0
18,72,0,0,1,8,95,2,1,1,2,2,1,0,4,0,1,1,0,67,2.25,20,12.96,17.1,0.0,2.0,0.05263157894736842,0,4,324,5184,9025,64,1.0,3.0
22,75,2,2,0,7,88,1,1,0,1,2,0,1,3,0,2,0,0,65,3.142857142857143,22,16.5,19.36,0.0,2.75,0.0,6,2,484,5625,7744,49,2.0,2.0
22,93,0,2,0,7,74,1,1,2,2,0,1,0,3,0,0,0,0,70,3.142857142857143,26,20.46,16.28,0.0,2.75,0.08695652173913043,0,0,484,8649,5476,49,2.0,2.0
16,99,1,2,1,5,83,1,1,0,1,0,0,1,4,0,2,2,1,69,3.2,16,15.84,13.28,0.0,2.6666666666666665,0.0,3,0,256,9801,6889,25,1.0,0.0
26,78,0,0,1,5,67,1,1,1,0,0,0,0,3,0,1,1,0,69,5.2,28,20.28,17.42,0.0,4.333333333333333,0.037037037037037035,0,0,676,6084,4489,25,2.0,0.0
19,76,0,2,1,8,53,2,1,1,2,2,1,0,4,0,0,2,1,66,2.375,21,14.44,10.07,0.0,2.111111111111111,0.05,0,4,361,5776,2809,64,2.0,3.0
15,94,2,1,0,8,60,2,1,2,2,2,1,1,4,0,1,0,0,66,1.875,19,14.1,9.0,0.0,1.6666666666666667,0.125,4,4,225,8836,3600,64,1.0,3.0
23,77,0,0,1,8,54,2,1,1,1,2,1,0,3,0,0,1,1,67,2.875,25,17.71,12.42,0.0,2.5555555555555554,0.041666666666666664,0,4,529,5929,2916,64,2.0,3.0
15,82,2,0,1,6,75,2,1,1,2,1,1,2,3,0,1,2,0,67,2.5,17,12.3,11.25,0.0,2.142857142857143,0.0625,4,2,225,6724,5625,36,1.0,1.0
20,69,2,2,1,8,81,0,1,2,2,2,1,2,4,0,1,2,0,67,2.5,24,13.8,16.2,0.0,2.2222222222222223,0.09523809523809523,4,4,400,4761,6561,64,2.0,3.0
20,90,0,0,1,6,69,2,1,2,0,0,1,1,3,0,1,2,1,72,3.3333333333333335,24,18.0,13.8,0.0,2.857142857142857,0.09523809523809523,0,0,400,8100,4761,36,2.0,1.0
27,81,2,1,1,9,77,1,1,1,2,0,1,1,4,0,0,1,1,68,3.0,29,21.87,20.79,0.0,2.7,0.03571428571428571,2,0,729,6561,5929,81,3.0,4.0
23,92,2,1,1,6,54,0,1,3,2,2,1,2,2,1,2,2,0,70,3.8333333333333335,29,21.16,12.42,0.0,3.2857142857142856,0.125,6,4,529,8464,2916,36,2.0,1.0
20,91,2,2,1,6,88,2,1,1,1,2,1,2,4,0,1,1,0,69,3.3333333333333335,22,18.2,17.6,0.0,2.857142857142857,0.047619047619047616,4,4,400,8281,7744,36,2.0,1.0
25,69,0,1,1,7,52,0,1,1,1,2,1,2,4,0,1,1,0,65,3.5714285714285716,27,17.25,13.0,0.0,3.125,0.038461538461538464,0,4,625,4761,2704,49,2.0,2.0
28,89,0,0,0,8,82,2,1,0,2,2,1,0,3,0,2,0,0,72,3.5,28,24.92,22.96,0.0,3.111111111111111,0.0,0,4,784,7921,6724,64,3.0,3.0
23,92,2,0,0,7,72,2,1,0,1,2,1,1,4,0,0,0,1,69,3.2857142857142856,23,21.16,16.56,0.0,2.875,0.0,2,4,529,8464,5184,49,2.0,2.0
20,74,2,2,1,7,59,1,1,5,0,2,1,2,4,0,1,2,1,68,2.857142857142857,30,14.8,11.8,0.0,2.5,0.23809523809523808,4,4,400,5476,3481,49,2.0,2.0
12,67,0,0,0,6,76,0,1,1,1,2,1,0,2,0,1,1,0,62,2.0,14,8.04,9.12,0.0,1.7142857142857142,0.07692307692307693,0,4,144,4489,5776,36,1.0,1.0
14,60,2,1,1,7,89,1,1,2,2,2,1,1,3,0,1,1,0,60,2.0,18,8.4,12.46,0.0,1.75,0.13333333333333333,4,4,196,3600,7921,49,1.0,2.0
18,78,0,2,1,7,71,1,1,3,2,2,1,1,4,0,1,1,0,67,2.5714285714285716,24,14.04,12.78,0.0,2.25,0.15789473684210525,0,4,324,6084,5041,49,1.0,2.0
16,74,0,0,1,6,68,1,1,2,2,2,1,1,4,0,0,2,0,67,2.6666666666666665,20,11.84,10.88,0.0,2.2857142857142856,0.11764705882352941,0,4,256,5476,4624,36,1.0,1.0
19,82,2,0,1,7,57,2,1,1,2,2,1,1,3,0,1,2,0,67,2.7142857142857144,21,15.58,10.83,0.0,2.375,0.05,4,4,361,6724,3249,49,2.0,2.0
20,68,2,2,1,7,80,1,1,0,1,2,0,1,4,0,1,2,1,63,2.857142857142857,20,13.6,16.0,0.0,2.5,0.0,4,2,400,4624,6400,49,2.0,2.0
23,94,2,1,1,10,91,0,1,1,2,2,1,1,3,0,1,2,0,71,2.3,25,21.62,20.93,0.0,2.090909090909091,0.041666666666666664,4,4,529,8836,8281,100,2.0,4.0
20,70,2,2,1,6,78,0,1,0,2,2,0,2,2,0,0,2,1,66,3.3333333333333335,20,14.0,15.6,0.0,2.857142857142857,0.0,2,2,400,4900,6084,36,2.0,1.0
23,69,2,2,1,6,58,0,1,0,2,2,1,1,1,0,2,2,1,65,3.8333333333333335,23,15.87,13.34,0.0,3.2857142857142856,0.0,6,4,529,4761,3364,36,2.0,1.0
20,79,0,2,1,7,83,0,1,2,2,2,1,2,2,0,1,1,1,69,2.857142857142857,24,15.8,16.6,0.0,2.5,0.09523809523809523,0,4,400,6241,6889,49,2.0,2.0
8,80,0,1,0,6,52,0,1,2,2,2,1,2,1,0,1,2,1,63,1.3333333333333333,12,6.4,4.16,0.0,1.1428571428571428,0.2222222222222222,0,4,64,6400,2704,36,0.0,1.0
14,69,2,2,1,5,92,0,1,3,1,1,1,0,2,0,2,1,1,64,2.8,20,9.66,12.88,0.0,2.3333333333333335,0.2,6,2,196,4761,8464,25,1.0,0.0
19,71,0,0,0,5,96,0,1,2,1,2,0,1,0,1,0,2,1,67,3.8,23,13.49,18.24,0.0,3.1666666666666665,0.1,0,2,361,5041,9216,25,2.0,0.0
13,67,2,2,1,6,80,0,1,1,1,0,1,0,2,0,1,1,0,62,2.1666666666666665,15,8.71,10.4,0.0,1.8571428571428572,0.07142857142857142,4,0,169,4489,6400,36,1.0,1.0
24,89,2,1,1,6,94,1,1,2,2,2,1,1,2,0,1,0,0,68,4.0,28,21.36,22.56,0.0,3.4285714285714284,0.08,4,4,576,7921,8836,36,2.0,1.0
29,91,2,0,0,5,54,1,1,2,1,3,1,1,3,0,2,1,0,71,5.8,33,26.39,15.66,0.0,4.833333333333333,0.06666666666666667,6,6,841,8281,2916,25,3.0,0.0
27,78,0,2,0,7,61,2,0,1,1,2,1,0,3,0,1,1,1,66,3.857142857142857,29,21.06,16.47,0.0,3.375,0.03571428571428571,0,4,729,6084,3721,49,3.0,2.0
19,89,2,0,1,4,66,1,1,1,1,2,1,2,1,0,2,2,1,69,4.75,21,16.91,12.54,0.0,3.8,0.05,6,4,361,7921,4356,16,2.0,0.0
29,89,2,1,1,8,89,1,1,1,2,0,0,1,4,0,1,1,0,71,3.625,31,25.81,25.81,0.0,3.2222222222222223,0.03333333333333333,4,0,841,7921,7921,64,3.0,3.0
21,66,2,2,1,6,74,2,1,2,2,0,0,1,4,0,1,2,1,66,3.5,25,13.86,15.54,0.0,3.0,0.09090909090909091,4,0,441,4356,5476,36,2.0,1.0
18,99,2,2,0,6,67,2,1,5,1,2,1,2,3,0,2,2,1,72,3.0,28,17.82,12.06,0.0,2.5714285714285716,0.2631578947368421,6,4,324,9801,4489,36,1.0,1.0
16,93,2,2,1,8,58,2,1,1,0,0,1,2,4,0,0,2,1,70,2.0,18,14.88,9.28,0.0,1.7777777777777777,0.058823529411764705,2,0,256,8649,3364,64,1.0,3.0
18,68,1,2,0,8,91,0,1,1,1,0,0,1,3,0,2,2,1,65,2.25,20,12.24,16.38,0.0,2.0,0.05263157894736842,3,0,324,4624,8281,64,1.0,3.0
18,67,0,2,0,6,51,2,1,0,2,0,1,2,2,0,0,2,1,64,3.0,18,12.06,9.18,0.0,2.5714285714285716,0.0,0,0,324,4489,2601,36,1.0,1.0
21,65,2,2,1,8,67,2,1,1,1,2,1,2,2,0,0,1,0,63,2.625,23,13.65,14.07,0.0,2.3333333333333335,0.045454545454545456,2,4,441,4225,4489,64,2.0,3.0
21,66,2,2,0,9,62,1,0,3,2,2,0,2,2,0,1,2,0,63,2.3333333333333335,27,13.86,13.02,0.0,2.1,0.13636363636363635,4,2,441,4356,3844,81,2.0,4.0
20,90,1,2,0,5,56,2,0,3,2,2,1,2,2,0,1,1,0,66,4.0,26,18.0,11.2,0.0,3.3333333333333335,0.14285714285714285,2,4,400,8100,3136,25,2.0,0.0
23,79,0,0,1,8,59,1,1,1,1,0,1,0,4,0,0,1,0,68,2.875,25,18.17,13.57,0.0,2.5555555555555554,0.041666666666666664,0,0,529,6241,3481,64,2.0,3.0
27,91,2,0,1,5,75,1,1,1,0,0,1,1,4,0,0,2,0,74,5.4,29,24.57,20.25,0.0,4.5,0.03571428571428571,2,0,729,8281,5625,25,3.0,0.0
26,90,0,0,0,9,71,1,1,0,0,1,0,0,2,0,0,2,1,71,2.888888888888889,26,23.4,18.46,0.0,2.6,0.0,0,1,676,8100,5041,81,2.0,4.0
11,84,0,2,1,6,76,0,1,3,1,0,1,0,3,0,1,1,1,67,1.8333333333333333,17,9.24,8.36,0.0,1.5714285714285714,0.25,0,0,121,7056,5776,36,1.0,1.0
5,87,0,1,0,6,86,2,1,2,2,0,1,2,3,0,2,2,1,66,0.8333333333333334,9,4.35,4.3,0.0,0.7142857142857143,0.3333333333333333,0,0,25,7569,7396,36,0.0,1.0
26,61,0,2,1,9,95,2,1,0,2,2,0,0,6,0,0,2,0,67,2.888888888888889,26,15.86,24.7,0.0,2.6,0.0,0,2,676,3721,9025,81,2.0,4.0
12,72,1,0,1,8,56,0,1,3,1,2,1,2,1,1,1,1,0,62,1.5,18,8.64,6.72,0.0,1.3333333333333333,0.23076923076923078,2,4,144,5184,3136,64,1.0,3.0
19,86,2,1,0,6,54,1,1,1,0,0,0,2,5,0,2,2,0,68,3.1666666666666665,21,16.34,10.26,0.0,2.7142857142857144,0.05,6,0,361,7396,2916,36,2.0,1.0
13,60,2,2,1,7,66,2,1,2,1,2,1,2,3,0,2,2,0,62,1.8571428571428572,17,7.8,8.58,0.0,1.625,0.14285714285714285,6,4,169,3600,4356,49,1.0,2.0
9,61,0,2,1,6,77,1,0,1,0,2,0,1,2,0,1,2,0,82,1.5,11,5.49,6.93,0.0,1.2857142857142858,0.1,0,2,81,3721,5929,36,0.0,1.0
23,94,0,2,0,5,55,0,1,2,2,2,1,2,2,1,1,2,0,70,4.6,27,21.62,12.65,0.0,3.8333333333333335,0.08333333333333333,0,4,529,8836,3025,25,2.0,0.0
25,87,0,2,0,7,86,2,1,4,2,1,0,0,2,0,0,2,0,72,3.5714285714285716,33,21.75,21.5,0.0,3.125,0.15384615384615385,0,1,625,7569,7396,49,2.0,2.0
17,71,1,0,1,6,78,1,1,0,2,2,1,2,4,0,0,2,1,64,2.8333333333333335,17,12.07,13.26,0.0,2.4285714285714284,0.0,1,4,289,5041,6084,36,1.0,1.0
4,88,2,0,0,6,87,1,1,1,2,0,1,1,4,0,0,2,0,66,0.6666666666666666,6,3.52,3.48,0.0,0.5714285714285714,0.2,2,0,16,7744,7569,36,0.0,1.0
17,92,2,2,1,9,68,0,1,0,2,1,0,2,3,0,0,2,1,68,1.8888888888888888,17,15.64,11.56,0.0,1.7,0.0,2,1,289,8464,4624,81,1.0,4.0
22,72,1,2,0,6,70,1,1,1,0,2,1,1,3,0,2,0,0,64,3.6666666666666665,24,15.84,15.4,0.0,3.142857142857143,0.043478260869565216,3,4,484,5184,4900,36,2.0,1.0
11,61,1,2,1,7,90,0,1,0,2,0,1,1,3,0,1,2,1,61,1.5714285714285714,11,6.71,9.9,0.0,1.375,0.0,2,0,121,3721,8100,49,1.0,2.0
21,97,2,2,1,9,63,2,1,0,2,2,1,2,1,0,1,1,0,69,2.3333333333333335,21,20.37,13.23,0.0,2.1,0.0,4,4,441,9409,3969,81,2.0,4.0
20,74,0,0,0,7,69,1,1,2,0,0,0,1,2,0,0,2,0,68,2.857142857142857,24,14.8,13.8,0.0,2.5,0.09523809523809523,0,0,400,5476,4761,49,2.0,2.0
23,64,2,2,0,6,51,2,1,1,2,2,1,2,5,0,0,2,0,64,3.8333333333333335,25,14.72,11.73,0.0,3.2857142857142856,0.041666666666666664,2,4,529,4096,2601,36,2.0,1.0
21,80,2,0,0,7,78,2,1,1,1,0,0,0,4,0,1,1,1,67,3.0,23,16.8,16.38,0.0,2.625,0.045454545454545456,4,0,441,6400,6084,49,2.0,2.0
14,91,2,2,1,8,93,2,1,0,2,2,1,1,3,0,1,1,0,67,1.75,14,12.74,13.02,0.0,1.5555555555555556,0.0,4,4,196,8281,8649,64,1.0,3.0
27,69,2,2,0,8,51,2,1,1,0,2,1,0,2,0,1,2,0,65,3.375,29,18.63,13.77,0.0,3.0,0.03571428571428571,4,4,729,4761,2601,64,3.0,3.0
19,71,0,2,1,10,81,2,1,2,2,0,1,2,3,0,1,2,1,68,1.9,23,13.49,15.39,0.0,1.7272727272727273,0.1,0,0,361,5041,6561,100,2.0,4.0
20,70,2,0,1,6,92,2,1,2,2,1,1,2,3,0,1,2,0,67,3.3333333333333335,24,14.0,18.4,0.0,2.857142857142857,0.09523809523809523,4,2,400,4900,8464,36,2.0,1.0
14,100,1,2,0,7,75,1,1,1,1,3,1,2,3,0,2,1,0,67,2.0,16,14.0,10.5,0.0,1.75,0.06666666666666667,3,6,196,10000,5625,49,1.0,2.0
17,68,2,0,1,5,66,2,1,1,0,2,1,0,4,0,1,2,0,64,3.4,19,11.56,11.22,0.0,2.8333333333333335,0.05555555555555555,4,4,289,4624,4356,25,1.0,0.0
15,83,0,0,1,8,100,2,1,0,2,2,1,2,3,0,0,2,1,70,1.875,15,12.45,15.0,0.0,1.6666666666666667,0.0,0,4,225,6889,10000,64,1.0,3.0
19,97,2,0,0,7,53,2,1,2,1,1,0,1,3,0,0,1,0,69,2.7142857142857144,23,18.43,10.07,0.0,2.375,0.1,2,1,361,9409,2809,49,2.0,2.0
30,66,2,0,0,7,61,1,1,0,0,0,0,2,2,0,1,0,0,66,4.285714285714286,30,19.8,18.3,0.0,3.75,0.0,4,0,900,4356,3721,49,3.0,2.0
12,99,1,2,0,6,94,2,1,2,2,2,1,1,3,0,2,1,0,69,2.0,16,11.88,11.28,0.0,1.7142857142857142,0.15384615384615385,3,4,144,9801,8836,36,1.0,1.0
10,98,1,2,1,6,65,2,1,1,1,0,0,2,2,0,1,2,0,66,1.6666666666666667,12,9.8,6.5,0.0,1.4285714285714286,0.09090909090909091,2,0,100,9604,4225,36,1.0,1.0
29,95,0,2,1,7,91,1,1,1,1,2,1,1,3,0,1,1,1,73,4.142857142857143,31,27.55,26.39,0.0,3.625,0.03333333333333333,0,4,841,9025,8281,49,3.0,2.0
19,69,2,2,1,6,67,2,0,4,0,0,0,2,4,0,2,1,0,66,3.1666666666666665,27,13.11,12.73,0.0,2.7142857142857144,0.2,6,0,361,4761,4489,36,2.0,1.0
16,85,2,0,1,7,91,0,1,0,2,2,1,1,2,0,2,1,0,69,2.2857142857142856,16,13.6,14.56,0.0,2.0,0.0,6,4,256,7225,8281,49,1.0,2.0
26,90,2,1,1,7,84,1,1,1,2,2,1,2,3,0,1,1,0,70,3.7142857142857144,28,23.4,21.84,0.0,3.25,0.037037037037037035,4,4,676,8100,7056,49,2.0,2.0
16,99,0,2,1,5,73,0,1,1,2,2,0,2,5,1,0,0,0,71,3.2,18,15.84,11.68,0.0,2.6666666666666665,0.058823529411764705,0,2,256,9801,5329,25,1.0,0.0
31,67,1,0,1,5,76,2,1,2,2,0,1,2,4,0,0,2,0,70,6.2,35,20.77,23.56,0.0,5.166666666666667,0.0625,1,0,961,4489,5776,25,3.0,0.0
24,91,0,1,1,6,59,2,1,0,1,2,0,1,4,0,1,2,0,69,4.0,24,21.84,14.16,0.0,3.4285714285714284,0.0,0,2,576,8281,3481,36,2.0,1.0
17,74,2,2,0,9,56,2,1,1,2,0,0,0,3,0,1,1,0,63,1.8888888888888888,19,12.58,9.52,0.0,1.7,0.05555555555555555,4,0,289,5476,3136,81,1.0,4.0
33,67,0,2,1,6,86,2,1,4,2,0,1,2,3,1,1,2,1,71,5.5,41,22.11,28.38,0.0,4.714285714285714,0.11764705882352941,0,0,1089,4489,7396,36,3.0,1.0
16,77,0,0,0,7,92,1,1,2,2,2,1,0,2,0,0,2,0,67,2.2857142857142856,20,12.32,14.72,0.0,2.0,0.11764705882352941,0,4,256,5929,8464,49,1.0,2.0
24,92,2,2,1,5,86,0,1,3,2,0,1,1,2,0,1,2,1,73,4.8,30,22.08,20.64,0.0,4.0,0.12,4,0,576,8464,7396,25,2.0,0.0
22,79,1,0,1,6,96,2,1,1,0,2,1,1,2,0,0,1,0,68,3.6666666666666665,24,17.38,21.12,0.0,3.142857142857143,0.043478260869565216,1,4,484,6241,9216,36,2.0,1.0
28,82,1,2,1,5,95,2,1,0,0,1,1,1,3,0,1,2,0,69,5.6,28,22.96,26.6,0.0,4.666666666666667,0.0,2,2,784,6724,9025,25,3.0,0.0
29,100,0,0,1,8,89,2,1,2,2,2,0,1,3,0,1,1,1,76,3.625,33,29.0,25.81,0.0,3.2222222222222223,0.06666666666666667,0,2,841,10000,7921,64,3.0,3.0
20,76,1,2,1,5,95,2,1,4,1,0,1,2,3,0,1,2,0,68,4.0,28,15.2,19.0,0.0,3.3333333333333335,0.19047619047619047,2,0,400,5776,9025,25,2.0,0.0
15,85,2,2,0,8,58,0,1,1,1,2,0,0,3,0,0,2,0,65,1.875,17,12.75,8.7,0.0,1.6666666666666667,0.0625,2,2,225,7225,3364,64,1.0,3.0
23,75,2,2,1,8,87,1,1,0,0,1,1,2,1,0,1,2,1,66,2.875,23,17.25,20.01,0.0,2.5555555555555554,0.0,4,2,529,5625,7569,64,2.0,3.0
16,76,2,1,0,7,88,0,1,0,1,2,1,2,2,0,2,2,0,65,2.2857142857142856,16,12.16,14.08,0.0,2.0,0.0,6,4,256,5776,7744,49,1.0,2.0
32,88,1,2,0,8,58,1,1,3,1,0,0,0,3,0,1,1,0,69,4.0,38,28.16,18.56,0.0,3.5555555555555554,0.09090909090909091,2,0,1024,7744,3364,64,3.0,3.0
21,98,0,2,1,10,95,2,1,0,2,2,1,1,1,0,1,3,0,71,2.1,21,20.58,19.95,0.0,1.9090909090909092,0.0,0,4,441,9604,9025,100,2.0,4.0
18,82,0,1,1,8,50,2,1,1,0,2,1,2,3,0,1,1,0,66,2.25,20,14.76,9.0,0.0,2.0,0.05263157894736842,0,4,324,6724,2500,64,1.0,3.0
21,91,2,0,0,5,72,2,1,3,1,2,1,0,3,1,1,2,1,69,4.2,27,19.11,15.12,0.0,3.5,0.13636363636363635,4,4,441,8281,5184,25,2.0,0.0
12,64,2,2,0,9,51,1,0,2,1,2,1,1,4,0,0,2,0,59,1.3333333333333333,16,7.68,6.12,0.0,1.2,0.15384615384615385,2,4,144,4096,2601,81,1.0,4.0
14,68,2,0,0,7,76,2,1,2,0,2,1,2,3,0,1,2,0,65,2.0,18,9.52,10.64,0.0,1.75,0.13333333333333333,4,4,196,4624,5776,49,1.0,2.0
27,80,0,0,0,10,71,0,1,4,1,1,1,1,2,0,0,2,0,72,2.7,35,21.6,19.17,0.0,2.4545454545454546,0.14285714285714285,0,2,729,6400,5041,100,3.0,4.0
16,61,2,1,1,6,81,2,1,0,2,2,1,0,2,0,0,3,0,60,2.6666666666666665,16,9.76,12.96,0.0,2.2857142857142856,0.0,2,4,256,3721,6561,36,1.0,1.0
14,70,2,2,1,9,88,1,1,0,0,2,0,2,4,0,0,1,1,64,1.5555555555555556,14,9.8,12.32,0.0,1.4,0.0,2,2,196,4900,7744,81,1.0,4.0
23,81,2,2,0,7,88,1,1,1,1,2,1,2,4,0,2,2,0,69,3.2857142857142856,25,18.63,20.24,0.0,2.875,0.041666666666666664,6,4,529,6561,7744,49,2.0,2.0
27,61,0,0,1,10,86,2,1,3,2,0,0,2,3,0,1,2,1,70,2.7,33,16.47,23.22,0.0,2.4545454545454546,0.10714285714285714,0,0,729,3721,7396,100,3.0,4.0
24,71,2,0,1,7,55,1,1,2,0,2,1,2,3,0,0,0,0,67,3.4285714285714284,28,17.04,13.2,0.0,3.0,0.08,2,4,576,5041,3025,49,2.0,2.0
26,81,2,2,0,10,71,1,1,0,2,2,0,2,5,1,1,2,1,67,2.6,26,21.06,18.46,0.0,2.3636363636363638,0.0,4,2,676,6561,5041,100,2.0,4.0
